NDB_No,Shrt_Desc,Energ_Kcal,Energ_Kcal,Protein_(g),Carbohydrt_(g),Vit_C_(mg),Sodium_(mg),Calcium_(mg),Cholestrl_(mg),GmWt_1,GmWt_Desc1,GmWt_2,GmWt_Desc2
18249,"DOUGHNUTS,CAKE-TYPE,PLN,CHOCOLATE-COATED OR FRSTD",452,452,4.93,51.33,1.3,326,24,19,28.35,1 oz,18,"1 donettes,  (2"" dia)"
18250,"DOUGHNUTS,CAKE-TYPE,PLN,SUGARED OR GLAZED",426,426,5.2,50.8,0.1,402,60,32,28.35,1 oz,45,"1 doughnut,  medium (approx 3"" dia)"
18253,"DOUGHNUTS,FRENCH CRULLERS,GLAZED",412,412,3.1,59.5,0,345,26,11,28.35,1 oz,41,"1 cruller,  (3"" dia)"
18436,"DOUGHNUTS,YEAST-LEAVENED,GLAZED,UNENR (INCL HONEY BUNS)",403,403,6.4,44.3,0.1,342,43,6,28.35,1 oz,60,"1 doughnut,  medium (3-1/4"" dia)"
18254,"DOUGHNUTS,YEAST-LEAVENED,W/CREME FILLING",361,361,6.4,30,0,309,25,24,28.35,1 oz,85,"1 doughnut, oval (3-1/2"" x 2-1/2"")"
18256,"DOUGHNUTS,YEAST-LEAVENED,W/JELLY FILLING",340,340,5.9,39,0,455,25,26,28.35,1 oz,85,"1 doughnut, oval (3-1/2"" x 2-1/2"")"
43287,"DOVE,CKD (INCL SQUAB)",213,213,23.9,0,2.9,57,17,116,140,"1 cup, chopped or diced",,
4706,"DRESSING,HONEY MUSTARD,FAT-FREE",169,169,1.07,38.43,2.1,1004,24,1,30,"2 tbsp,  (1 NLEA serving)",,
15195,"DRUM,FRESHWATER,CKD,DRY HEAT",153,153,22.49,0,1,96,77,82,85,3 oz,154,1 fillet
15024,"DRUM,FRESHWATER,RAW",119,119,17.54,0,1,75,60,64,85,3 oz,198,1 fillet
11786,"DRUMSTICK LEAVES,CKD,BLD,DRND,W/ SALT",60,60,5.27,11.15,31,245,151,0,42,"1 cup, chopped",,
11223,"DRUMSTICK LEAVES,CKD,BLD,DRND,WO/ SALT",60,60,5.27,11.15,31,9,151,0,42,"1 cup, chopped",,
11222,"DRUMSTICK LEAVES,RAW",64,64,9.4,8.28,51.7,9,185,0,21,"1 cup, chopped",,
11787,"DRUMSTICK PODS,CKD,BLD,DRND,W/ SALT",36,36,2.09,8.18,97,279,20,0,118,"1 cup, slices",,
11621,"DRUMSTICK PODS,CKD,BLD,DRND,WO/ SALT",36,36,2.09,8.18,97,43,20,0,118,"1 cup, slices",,
11620,"DRUMSTICK PODS,RAW",37,37,2.1,8.53,141,42,30,0,100,"1 cup, slices",11,"1 pod,  (15-1/3"" long)"
5143,"DUCK,DOMESTICATED,LIVER,RAW",136,136,18.74,3.53,4.5,140,11,515,44,1 liver,10,"1 unit,  (yield from 1 lb ready-to-cook duck)"
5142,"DUCK,DOMESTICATED,MEAT ONLY,CKD,RSTD",201,201,23.48,0,0,65,12,89,140,"1 cup, chopped or diced",100,"1 unit,  (yield from 1 lb ready-to-cook duck)"
5141,"DUCK,DOMESTICATED,MEAT ONLY,RAW",135,135,18.28,0.94,5.8,74,11,77,137,"1 unit,  (yield from 1 lb ready-to-cook duck)",303,.5 duck
5140,"DUCK,DOMESTICATED,MEAT&SKN,CKD,RSTD",337,337,18.99,0,0,59,11,84,140,"1 cup, chopped or diced",173,"1 unit,  (yield from 1 lb ready-to-cook duck)"
5139,"DUCK,DOMESTICATED,MEAT&SKN,RAW",404,404,11.49,0,2.8,63,11,76,85,3 oz,287,"1 unit,  (yield from 1 lb ready-to-cook duck)"
35069,"DUCK,SCOTER,WHITE-WINGED,MEAT (ALASKA NATIVE)",84,84,20.2,0,,,8,,,,,
5145,"DUCK,WILD,BREAST,MEAT ONLY,RAW",123,123,19.85,0,6.2,57,3,77,73,"1 unit,  (yield from 1 lb ready-to-cook duck)",83,".5 breast, bone and skin removed"
5144,"DUCK,WILD,MEAT&SKN,RAW",211,211,17.42,0,5.2,56,5,80,85,3 oz,239,"1 unit,  (yield from 1 lb ready-to-cook duck)"
5316,"DUCK,YNG DUCKL,DOM,WH PEKIN,BRST,MEAT,BNLESS,CKD WO/SKN,BRLD",140,140,27.6,0,3.2,105,9,143,85,3 oz,95,".5 breast, bone and skin removed"
5318,"DUCK,YNG DUCKL,DOM,WH PEKIN,LEG,MEAT,BONE IN,CKD WO/SKN,BRSD",178,178,29.1,0,2.3,108,10,105,85,3 oz,174,"1 cup, chopped or diced, cooked"
5315,"DUCK,YNG DUCKLING,DOM,WH PEKIN,BRST,MEAT&SKN,BNLESS,CKD,RSTD",202,202,24.5,0,2.8,84,8,136,56,"1 unit,  (yield from 1 lb ready-to-cook duck)",85,3 oz
5317,"DUCK,YNG DUCKLING,DOM,WH PEKIN,LEG,MEAT&SKN,BONE IN,CKD,RSTD",217,217,26.75,0,1.5,110,10,114,92,"1 leg, bone removed (yield after cooking)",43,"1 unit,  (yield from 1 lb ready-to-cook duck)"
1225,DULCE DE LECHE,315,315,6.84,55.35,2.6,129,251,29,19,1 tbsp,,
32025,"DUMPLING,POTATO- OR CHEESE-FILLED,FRZ",195,195,5.26,29.64,5.3,474,35,4,114,"3 pieces, pierogies",,
9422,"DURIAN,RAW OR FROZEN",147,147,1.47,27.09,19.7,2,6,0,243,"1 cup, chopped or diced",602,1 fruit
7021,"DUTCH BRAND LOAF,CHICK,PORK & BF",273,273,12,3.93,1.4,786,7,60,38,1 slice,,
11212,"EDAMAME,FRZ,PREP",121,121,11.91,8.91,6.1,6,63,0,155,1 cup,,
11211,"EDAMAME,FRZ,UNPREP",109,109,11.22,7.61,9.7,6,60,,118,1 cup,432,1 package
15025,"EEL,MIXED SPECIES,RAW",184,184,18.44,0,1.8,51,20,126,85,3 oz,204,1 fillet
15026,"EEL,MXD SP,CKD,DRY HEAT",236,236,23.65,0,1.8,65,26,161,28.35,"1 oz, boneless",22,"1 oz, with bone (yield after bone removed)"
19169,"EGG CUSTARDS,DRY MIX",410,410,6.9,82.8,0.4,281,228,258,85,"1 package,  (3 oz)",21,"1 portion,  amount to make 1/2 cup"
19205,"EGG CUSTARDS,DRY MIX,PREP W/ 2% MILK",112,112,4.13,17.61,0.2,87,146,49,141,.5 cup,,
19170,"EGG CUSTARDS,DRY MIX,PREP W/ WHL MILK",122,122,3.99,17.6,0.1,84,139,51,141,.5 cup,,
1210,"EGG MIX,USDA CMDTY",555,555,35.6,23.97,,576,171,975,8.6,1 tbsp,105,1 cup
22954,"EGG ROLLS,CHICK,REFR,HTD",197,197,10.44,28.54,11.2,478,47,14,80,1 roll,28.35,1 oz
22953,"EGG ROLLS,PORK,REFR,HTD",222,222,9.94,29.5,29.3,407,34,14,85,1 roll,28.35,1 oz
22955,"EGG ROLLS,VEG,FRZ,PREP",214,214,5.95,31.77,6.7,490,50,0,68,1 egg roll,28.35,1 oz
1226,"EGG SUB,LIQ OR FRZ,FAT FREE",48,48,10,2,0.5,199,73,0,60,.25 cup,240,1 cup
1144,"EGG SUBSTITUTE,POWDER",444,444,55.5,21.8,0.8,800,326,572,9.9,.35 oz,20,.7 oz
1138,"EGG,DUCK,WHOLE,FRESH,RAW",185,185,12.81,1.45,0,146,64,884,70,1 egg,,
1139,"EGG,GOOSE,WHOLE,FRESH,RAW",185,185,13.87,1.35,0,138,60,852,144,1 egg,,
1140,"EGG,QUAIL,WHOLE,FRESH,RAW",158,158,13.05,0.41,0,141,64,844,9,1 egg,,
1141,"EGG,TURKEY,WHL,FRSH,RAW",171,171,13.68,1.15,0,151,99,933,79,1 egg,,
1173,"EGG,WHITE,DRIED",382,382,81.1,7.8,0,1280,62,0,28,1 oz,,
1135,"EGG,WHITE,DRIED,FLAKES,STABILIZED,GLUCOSE RED",351,351,76.92,4.17,0,1156,83,0,28.35,1 oz,227,.5 lb
1136,"EGG,WHITE,DRIED,PDR,STABILIZED,GLUCOSE RED",376,376,82.4,4.47,0,1238,89,0,107,"1 cup,  sifted",7,1 tbsp
1258,"EGG,WHITE,DRIED,STABILIZED,GLUCOSE RED",357,357,84.08,4.51,0,1299,101,0,107,"1 cup,  sifted",7,1 tbsp
1124,"EGG,WHITE,RAW,FRESH",52,52,10.9,0.73,0,166,7,0,33,1 large,243,1 cup
1172,"EGG,WHITE,RAW,FRZ,PAST",48,48,10.2,1.04,0,169,8,0,28,1 oz,,
1128,"EGG,WHL,CKD,FRIED",196,196,13.61,0.83,0,207,62,401,46,1 large,,
1129,"EGG,WHL,CKD,HARD-BOILED",155,155,12.58,1.12,0,124,50,373,136,"1 cup, chopped",8.5,1 tbsp
1131,"EGG,WHL,CKD,POACHED",143,143,12.51,0.71,0,297,56,370,50,1 large,,
1132,"EGG,WHL,CKD,SCRMBLD",149,149,9.99,1.61,0,145,66,277,61,1 large,13.7,1 tbsp
1133,"EGG,WHL,DRIED",592,592,48.05,1.13,0,476,244,1630,85,"1 cup,  sifted",5,1 tbsp
1134,"EGG,WHL,DRIED,STABILIZED,GLUCOSE RED",615,615,48.17,2.38,0,548,222,2017,85,"1 cup,  sifted",5,1 tbsp
1123,"EGG,WHL,RAW,FRSH",143,143,12.56,0.72,0,142,56,372,50,1 large,56,1 extra large
1171,"EGG,WHL,RAW,FRZ,PAST",147,147,12.33,1.01,0,128,62,372,28,1 oz,,
1255,"EGG,WHL,RAW,FRZ,SALTED,PAST",138,138,10.97,0.83,0,3663,55,387,28,1 oz,,
1130,"EGG,WHOLE,COOKED,OMELET",154,154,10.57,0.64,0,155,48,313,15,1 tbsp,61,1 large
1137,"EGG,YOLK,DRIED",669,669,33.63,0.66,0,149,289,2307,67,"1 cup,  sifted",4,1 tbsp
1125,"EGG,YOLK,RAW,FRSH",322,322,15.86,3.59,0,48,129,1085,17,1 large,243,1 cup
1126,"EGG,YOLK,RAW,FRZ,PAST",296,296,15.53,0.81,0,67,134,991,28.35,1 oz,227,.5 lb
1160,"EGG,YOLK,RAW,FRZ,SALTED,PAST",275,275,14.07,1.77,0,3487,113,912,28.35,1 oz,227,.5 lb
1127,"EGG,YOLK,RAW,FRZ,SUGARED,PAST",307,307,13.87,10.95,0,70,124,917,28.35,1 oz,227,.5 lb
1057,EGGNOG,88,88,4.55,8.05,1.5,54,130,59,254,1 cup,31.8,1 fl oz
11783,"EGGPLANT,CKD,BLD,DRND,W/SALT",33,33,0.83,8.14,1.3,239,6,0,99,"1 cup,  (1"" cubes)",,
11210,"EGGPLANT,CKD,BLD,DRND,WO/SALT",35,35,0.83,8.73,1.3,1,6,0,99,"1 cup,  (1"" cubes)",,
43146,"EGGPLANT,PICKLED",49,49,0.9,9.77,0,1674,25,0,136,1 cup,,
11209,"EGGPLANT,RAW",25,25,0.98,5.88,2.2,2,9,0,82,"1 cup, cubes",458,"1 eggplant, peeled (yield from 1-1/4 lb)"
43285,"EGGS,SCRMBLD,FRZ MIXTURE",131,131,13.1,7.5,0,162,17,277,28.35,1 oz,,
9088,"ELDERBERRIES,RAW",73,73,0.66,18.4,36,6,38,0,145,1 cup,,
35172,"ELK,FREE RANGE,GROUND,CKD PATTIES (SHOSHONE BANNOCK)",143,143,29.45,0,0,56,5,70,,,,
35173,"ELK,FREE RANGE,GROUND,RAW (SHOSHONE BANNOCK)",97,97,20.14,0,,49,4,,,,,
35178,"ELK,FREE RANGE,RST,EYE OF RND,CKD (SHOSHONE BANNOCK)",148,148,30.56,0,0,50,4,63,,,,
35177,"ELK,FREE RANGE,RST,EYE OF RND,RAW (SHOSHONE BANNOCK)",98,98,19.74,0,0,43,4,,,,,
5624,"EMU,FAN FILLET,CKD,BRLD",154,154,31.27,0,0,53,6,82,85,"1 serving,  ( 3 oz )",394,1 steak
5623,"EMU,FAN FILLET,RAW",103,103,22.5,0,0,120,3,71,85,"1 serving,  ( 3 oz )",513,1 fan fillet
5625,"EMU,FLAT FILLET,RAW",102,102,22.25,0,0,150,3,71,85,3 oz,354,1 flat fillet
5627,"EMU,FULL RUMP,CKD,BRLD",168,168,33.67,0,0,110,7,129,85,"1 serving,  ( 3 oz )",496,"1 full rump, cooked ( yield from 695 g raw meat )"
5626,"EMU,FULL RUMP,RAW",112,112,22.83,0,0,90,4,85,85,3 oz,695,1 full rump
5622,"EMU,GROUND,CKD,PAN-BROILED",163,163,28.43,0,0,65,8,87,109,"1 patty,  (yield from 135.8 g raw meat)",85,"1 serving,  ( 3 oz )"
5621,"EMU,GROUND,RAW",134,134,22.77,0,0,56,7,69,117,1 patty,,
5628,"EMU,INSIDE DRUM,RAW",108,108,22.22,0,0,102,4,67,85,3 oz,572,1 inside drum
5629,"EMU,INSIDE DRUMS,CKD,BRLD",156,156,32.38,0,0,118,6,91,85,"1 serving,  ( 3 oz )",416,"1 inside drum, cooked ( yield from 572 g raw meat )"
5630,"EMU,OUTSIDE DRUM,RAW",103,103,23.08,0,0,100,3,78,85,3 oz,422,1 outside drum
5631,"EMU,OYSTER,RAW",141,141,22.81,0,0,150,4,81,85,3 oz,300,1 steak
5632,"EMU,TOP LOIN,CKD,BRLD",152,152,29.07,0,0,58,9,88,85,"1 serving,  ( 3 oz )",244,1 steak
11213,"ENDIVE,RAW",17,17,1.25,3.35,6.5,22,52,0,25,".5 cup, chopped",513,1 head
18258,"ENGLISH MUFFIN, PLN,ENCHED.W/CA PROP (INCLD SOURDOUGH)",227,227,8.87,44.17,1.8,425,163,0,28.35,1 oz,57,1 muffin
18260,"ENGLISH MUFFINS,MIXED-GRAIN (INCL GRANOLA)",235,235,9.1,46.3,0,298,196,0,28.35,1 oz,66,1 muffin
18261,"ENGLISH MUFFINS,MIXED-GRAIN,TSTD (INCL GRANOLA)",255,255,9.9,50.3,0,324,213,0,28.35,1 oz,61,1 muffin
18437,"ENGLISH MUFFINS,PLN,ENR,WO/CA PROP (INCL SOURDOUGH)",235,235,7.7,46,0,464,52,0,28.35,1 oz,57,1 muffin
18438,"ENGLISH MUFFINS,PLN,UNENR,W/CA PROP (INCL SOURDOUGH)",235,235,7.7,46,0,464,174,0,28.35,1 oz,57,1 muffin
18439,"ENGLISH MUFFINS,PLN,UNENR,WO/CA PROP (INCL SOURDOUGH)",235,235,7.7,46,0.1,464,52,0,28.35,1 oz,57,1 muffin
18262,"ENGLISH MUFFINS,RAISIN-CINNAMON (INCLUDES APPLE-CINNAMON)",240,240,7.91,48.1,1.3,299,114,0,28.35,1 oz,57,1 muffin
18263,"ENGLISH MUFFINS,RAISIN-CINNAMON,TSTD (INCL APPLE-CINNAMON)",276,276,8.87,55.04,1.4,342,139,0,28.35,1 oz,52,1 muffin
18264,"ENGLISH MUFFINS,WHEAT",223,223,8.7,44.8,0,353,178,0,28.35,1 oz,57,1 muffin
18265,"ENGLISH MUFFINS,WHEAT,TSTD",243,243,9.4,48.7,0,384,193,0,28.35,1 oz,52,1 muffin
28320,"ENGLISH MUFFINS,WHL GRAIN WHITE",245,245,7.02,50.17,0,386,140,0,57,"1 muffin,  1 serving",,
18266,"ENGLISH MUFFINS,WHOLE-WHEAT",203,203,8.8,40.4,0,364,265,0,28.35,1 oz,66,1 muffin
18267,"ENGLISH MUFFINS,WHOLE-WHEAT,TSTD",221,221,9.6,44.1,0,396,288,0,28.35,1 oz,61,1 muffin
18259,"ENGLISH,MUFFIN,PLN,TSTD,ENR,W/CA PROP(INCL SOURDOUGH)",270,270,10.32,52.65,1.7,477,197,0,28.35,1 oz,52,1 muffin
11984,"EPAZOTE,RAW",32,32,0.33,7.44,3.6,43,275,0,0.8,1 tbsp,2,1 sprig
11618,"EPPAW,RAW",150,150,4.6,31.68,13,12,110,0,100,1 cup,,
11214,"ESCAROLE,CKD,BLD,DRND,NO SALT ADDED",19,19,1.15,3.07,3.3,19,46,0,150,1 cup,,
16138,"FALAFEL,HOME-PREPARED",333,333,13.31,31.84,1.6,294,54,0,17,"1 patty,  (approx 2-1/4"" dia)",,
28027,"FAMOUS AMOS,CHOC CHIP COOKIES",503,503,4.5,67.7,,359,,8,29,4 cookies,,
28028,"FAMOUS AMOS,CHOC CHIP PECAN COOKIES",519,519,5.8,63.8,,356,,7,29,4 cookies,,
28261,"FAMOUS AMOS,CHOC SNDWCH CREME COOKIES",474,474,4.3,72.3,,420,,0,34,3 cookies,,
28262,"FAMOUS AMOS,VANILLA SNDWCH CREME COOKIES",485,485,4.9,73.8,,260,,0,34,3 cookies,,
21142,"FAST FD,BISCUIT",370,370,7.08,42.82,0,979,70,2,55,1 biscuit,,
21299,"FAST FD,PIZZA CHAIN,14"" PIZZA,CHS TOPPING,REG CRUST",266,266,11.39,33.33,1.4,598,188,17,107,1 slice,853,1 pizza
21511,"FAST FD,PIZZA CHAIN,14"" PIZZA,CHS TOPPING,STUFFED CRUST",274,274,12.23,30,3.1,615,238,30,117,"1 slice, 1/8 pizza",937,"1 pizza, whole"
21300,"FAST FD,PIZZA CHAIN,14"" PIZZA,CHS TOPPING,THICK CRUST",271,271,10.81,33.17,1.2,597,179,17,115,1 slice,922,1 pizza
21301,"FAST FD,PIZZA CHAIN,14"" PIZZA,CHS TOPPING,THIN CRUST",302,302,12.85,31.2,3,742,288,28,76,1 slice,590,1 pizza
21304,"FAST FD,PIZZA CHAIN,14"" PIZZA,MEAT & VEG TOPPING,REG CRUST",244,244,11.02,25.38,0.1,589,120,27,136,1 slice,1168,1 pie
21302,"FAST FD,PIZZA CHAIN,14"" PIZZA,PEPPERONI TOPPING,REG CRUST",282,282,11.74,31.98,0.9,685,153,25,111,1 slice,895,1 pizza
21303,"FAST FD,PIZZA CHAIN,14"" PIZZA,PEPPERONI TOPPING,THICK CRUST",287,287,11.49,31.84,0.7,684,148,24,118,1 slice,946,1 pizza
21485,"FAST FD,PIZZA CHAIN,14"" PIZZA,PEPPERONI TOPPING,THIN CRUST",331,331,14.01,29,2,875,216,37,79,1 slice,597,1 pizza
21484,"FAST FD,PIZZA CHAIN,14"" PIZZA,SAUSAGE TOPPING,REG CRUST",280,280,11.5,30.62,1.7,633,144,23,116,1 slice,932,1 pizza
21482,"FAST FD,PIZZA CHAIN,14"" PIZZA,SAUSAGE TOPPING,THICK CRUST",282,282,11.06,30.36,1,637,143,23,127,1 slice,1017,1 pizza
21483,"FAST FD,PIZZA CHAIN,14"" PIZZA,SAUSAGE TOPPING,THIN CRUST",321,321,13.36,27,2.1,782,213,36,88,1 slice,670,1 pizza
21399,"FAST FDS,CHSEBURGER; DOUBLE,LRG PATTY; W/ CONDMNT,VEG & MAYO",253,253,15.5,12.62,0.5,405,68,49,355,1 item,,
21490,"FAST FDS,GRILLED CHICK FILET SNDWCH,W/ LETTUCE,TOMATO & SPRD",182,182,17.34,16.78,2.4,427,62,40,230,1 sandwich,,
21002,FAST FOODS  BISCUIT  W/ EGG,274,274,8.53,23.46,0.1,655,60,180,136,1 biscuit,,
21127,"FAST FOODS, COLESLAW",153,153,0.95,14.89,14.6,203,30,4,191,1 cup,116,1 package
21411,"FAST FOODS,BAGEL,W/ BRKFST STEAK,EGG,CHS,& CONDMNT",282,282,15.95,22.99,0,642,93,130,254,1 item,,
21410,"FAST FOODS,BAGEL,W/ EGG,SAUSAGE PATTY,CHS,& CONDMNT",295,295,12.98,22.64,0.5,550,94,133,219,1 item,,
21006,"FAST FOODS,BISCUIT W/ EGG & STEAK",277,277,12.12,14.37,0.1,600,93,184,148,1 biscuit,,
21010,"FAST FOODS,BISCUIT,W/ CRISPY CHICK FILLET",300,300,11.93,30.56,0.7,868,44,24,132,1 item,,
21003,"FAST FOODS,BISCUIT,W/EGG&BACON",305,305,11.33,19.06,1.8,844,126,235,150,1 biscuit,,
21004,"FAST FOODS,BISCUIT,W/EGG&HAM",233,233,10.64,16.37,0,1093,115,156,182,1 biscuit,,
21007,"FAST FOODS,BISCUIT,W/EGG,CHS,&BACON",301,301,12.01,24.44,0,816,103,166,145,1 item,,
21008,"FAST FOODS,BISCUIT,W/HAM",342,342,11.85,38.75,0.1,974,142,22,162,1 biscuit,,
21009,"FAST FOODS,BISCUIT,W/SAUSAGE",371,371,9.67,29.99,0,814,47,28,111,1 item,,
21520,"FAST FOODS,BREADSTICK,SOFT,PREP W/ GARLIC & PARMESAN CHS",343,343,12.2,44.48,0,539,87,7,43,1 breadstick,,
21519,"FAST FOODS,BRKFST BURRITO,W/ EGG,CHS,& SAUSAGE",277,277,11.1,22.97,0.5,744,132,137,109,1 burrito,,
21063,"FAST FOODS,BURRITO,W/ BNS & BF",191,191,11.52,19.52,1.9,570,90,26,241,1 item,,
21060,"FAST FOODS,BURRITO,W/BNS",206,206,6.48,32.92,0.9,454,52,2,217,2 pieces,,
21061,"FAST FOODS,BURRITO,W/BNS&CHS",205,205,7.35,31.23,0.4,563,124,5,185,"1 each, burrito",,
21064,"FAST FOODS,BURRITO,W/BNS,CHS,&BF",180,180,7.03,23.37,1.3,451,90,12,241,1 burrito,,
21094,"FAST FOODS,CHEESEBURGER,DOUBLE,REG PATTY & BUN,W/ CONDMNT",282,282,16.24,17.97,2.9,617,150,50,155,1 sandwich,,
21100,"FAST FOODS,CHEESEBURGER; DOUBLE,LRG PATTY,W/ CONDMNT & VEG",273,273,14.72,15.37,0.4,445,93,55,258,1 sandwich,,
21396,"FAST FOODS,CHEESEBURGER; DOUBLE,LRG PATTY; W/ CONDMNT",272,272,16.96,14.43,0.6,480,106,57,280,1 item,,
21093,"FAST FOODS,CHEESEBURGER; DOUBLE,REG PATTY,W/ CONDMNT & VEG",251,251,12.8,21.2,1,633,103,36,166,1 sandwich,,
21092,"FAST FOODS,CHEESEBURGER; DOUBLE,REG PATTY; PLN",308,308,17.16,20.8,0,621,180,55,149,1 item,,
21395,"FAST FOODS,CHEESEBURGER; DOUBLE,REG PATTY; W/ CONDMNT",282,282,16.24,17.97,2.9,617,150,50,155,1 sandwich,,
21096,"FAST FOODS,CHEESEBURGER; SINGLE,LRG PATTY; PLN",310,310,17.29,24.07,0,481,114,51,182,1 sandwich,,
21398,"FAST FOODS,CHEESEBURGER; SINGLE,LRG PATTY; W/ CONDMNT",269,269,15.21,19.72,0.3,591,179,48,199,1 item,,
21098,"FAST FOODS,CHEESEBURGER; SINGLE,LRG PATTY; W/ CONDMNT & VEG",206,206,11.59,16.81,1.9,385,95,34,233,1 sandwich,,
21090,"FAST FOODS,CHEESEBURGER; SINGLE,REG PATTY,W/ CONDMNT",270,270,13.49,25.46,0.4,628,123,39,127,1 item,,
21091,"FAST FOODS,CHEESEBURGER; SINGLE,REG PATTY,W/ CONDMNT & VEG",254,254,13.06,24.97,0.6,546,92,36,115,1 sandwich,,
21089,"FAST FOODS,CHEESEBURGER; SINGLE,REG PATTY; PLN",308,308,16.51,28.03,0,515,119,43,91,1 sandwich,,
21101,"FAST FOODS,CHEESEBURGER; TRIPLE,REG PATTY; PLN",310,310,18.2,16.16,0,637,174,63,249,1 item,,
21397,"FAST FOODS,CHESEBRGER; SING,LRG PATY; W/ CONDMNT,VEG & MAYO",268,268,13.69,17.73,1.1,473,73,51,215,1 sandwich,,
21097,"FAST FOODS,CHESEBURGER; SINGLE,LRG PATTY; W/ CONDMNT & BACON",282,282,15.78,18.89,0.7,674,137,50,211,1 item,,
21102,"FAST FOODS,CHICK FILLET SNDWCH,PLN W/ PICKLES",250,250,16.28,20.89,0.8,753,58,35,187,1 sandwich,,
21401,"FAST FOODS,CHICK TENDERS",271,271,19.22,17.25,1.1,769,17,48,30,1 strip,184,1 serving
21229,"FAST FOODS,CHICK,BREADED & FRIED,BNLESS PIECES,PLN",307,307,15.92,14.93,0.6,594,11,55,96,6 pieces,64,4 pieces
21099,"FAST FOODS,CHSBURGER; SINGLE,LRG PATTY; W/ CONDMNT,VEG & HAM",286,286,15.55,13.01,2.9,674,119,48,254,1 sandwich,,
21400,"FAST FOODS,CHSBURGR; DBL,RG PTTY; DBL BN W/ CNDMNT & SPL SAU",261,261,11.94,21.53,0.3,485,127,36,219,1 item,,
21095,"FAST FOODS,CHSEBURGER; DBLE,REG,PATTY & BN; W/ CONDMNT & VEG",285,285,13.04,23.3,1.2,404,74,41,228,1 sandwich,,
21230,"FAST FOODS,CRISPY CHICK FILET SNDWCH,W/ LETTUCE & MAYO",276,276,10.94,27.4,0.3,617,72,29,152,1 sandwich,,
21517,"FAST FOODS,CRISPY CHICK IN TORTILLA,W/ LTTC,CHS,& RANCH SAU",275,275,11.48,23.22,0.3,607,88,29,133,1 item,,
21011,"FAST FOODS,CROISSANT,W/EGG&CHS",304,304,10.07,22.45,0.1,434,192,170,127,1 croissant,,
21012,"FAST FOODS,CROISSANT,W/EGG,CHS,&BACON",312,312,12.58,20.79,0.1,602,117,167,128,1 item,,
21013,"FAST FOODS,CROISSANT,W/EGG,CHS,&HAM",261,261,12.45,18.98,0.1,711,95,140,155,1 item,,
21014,"FAST FOODS,CROISSANT,W/EGG,CHS,&SAUSAGE",308,308,12.09,15.9,0.1,577,90,123,171,1 sandwich,,
21018,"FAST FOODS,EGG,SCRAMBLED",212,212,13.84,2.08,3.3,187,57,426,96,2 eggs,,
21020,"FAST FOODS,ENG MUFFIN,W/CHS&SAUSAGE",338,338,13.28,25.28,0,668,210,43,108,1 item,,
21021,"FAST FOODS,ENG MUFFIN,W/EGG,CHS,&CANADIAN BACON",228,228,13.64,21.67,1.1,617,192,168,126,1 sandwich,,
21022,"FAST FOODS,ENG MUFFIN,W/EGG,CHS,&SAUSAGE",286,286,13.38,17.44,0,548,168,163,165,1 item,,
21105,"FAST FOODS,FISH SNDWCH,W/TARTAR SAU",257,257,10.29,26.69,1.8,602,37,35,220,1 sandwich,,
21106,"FAST FOODS,FISH SNDWCH,W/TARTAR SAU&CHS",279,279,11.26,26.39,1.5,434,120,37,134,1 sandwich,,
21024,"FAST FOODS,FRENCH TOAST STKS",340,340,6,41.21,0,400,53,0,65,3 pieces,109,5 pieces
21023,"FAST FOODS,FRENCH TOAST W/ BUTTER",264,264,7.66,26.7,0.1,380,54,86,135,2 slices,,
21469,"FAST FOODS,FRIED CHICK,BREAST,MEAT & SKN & BREADING",230,230,23.51,6.03,0,657,45,92,203,"1 breast, with skin",142,"1 breast, without skin"
21464,"FAST FOODS,FRIED CHICK,BREAST,MEAT ONLY,SKN & BRDING REMOVED",153,153,27.93,0,0,512,23,97,142,"1 breast, without skin",107,"1 breast, bone and skin removed"
21465,"FAST FOODS,FRIED CHICK,DRMSTK,MEAT ONLY,SKN & BRDING REMOVED",172,172,26.24,0,0,492,16,133,40,"1 drumstick, bone and skin removed",56,"1 drumstick, drumstick without skin"
21470,"FAST FOODS,FRIED CHICK,DRUMSTK,MEAT & SKN W/ BREADING",267,267,21.13,7.59,0,591,24,111,75,"1 drumstick, with skin",56,"1 drumstick, without skin"
21468,"FAST FOODS,FRIED CHICK,SKN & BREADING FROM ALL PIECES",398,398,14.11,19.56,0,965,92,82,,,,
21471,"FAST FOODS,FRIED CHICK,THIGH,MEAT & SKN & BREADING",274,274,19.23,8.68,0,747,54,106,136,"1 thigh, with skin",84,"1 thigh, without skin"
21466,"FAST FOODS,FRIED CHICK,THIGH,MEAT ONLY,SKN & BREDING REMOVED",178,178,23.21,0.24,0,577,24,125,84,"1 thigh, without skin",66,"1 thigh, bone and skin removed"
21472,"FAST FOODS,FRIED CHICK,WING,MEAT & SKN & BREADING",310,310,21.14,11.19,0,867,67,114,58,"1 wing, with skin",37,"1 wing, without skin"
21467,"FAST FOODS,FRIED CHICK,WING,MEAT ONLY,SKN & BREADING REMOVED",215,215,28.77,2.13,0,761,40,148,37,"1 wing, without skin",20,"1 wing, bone and skin removed"
21307,"FAST FOODS,GRIDDLE CAKE SNDWCH,EGG,CHS,& BACON",272,272,12.03,26.19,1.8,718,109,147,174,"1 item, 6.1 oz",,
